"","V1","V2"
"1",-2.60191566542847,8.0895879669419
"2",-2.60364671987413,8.61723876134824
"3",-2.9203898223935,7.4754357119811
"4",8.22670604670474,2.67821163120475
"5",8.23019988055441,2.69416035983162
"6",3.28314259499008,9.0551566380605
"7",2.71452423385564,8.71159759224946
"8",3.78024057295517,8.9079393313737
"9",-1.01006244218745,8.63386667837221
"10",2.9179946501942,8.64701169223543
"11",4.5470722207765,4.99534706786855
"12",3.23586480188315,8.48419971041693
"13",1.40875146136953,5.81421659055586
"14",3.81804703886731,4.77473717285432
"15",0.337744602725754,8.12887583297444
"16",4.22618669147132,5.84679460566309
"17",-1.07640517794724,7.89185529719982
"18",3.37175964794905,9.16549597554502
"19",3.90874945384848,3.07189145868629
"20",2.74299457076935,8.9932191251902
"21",3.34117307120197,8.01644001703527
"22",1.86767529704081,8.61758086860856
"23",3.87559053690904,3.3885254810468
"24",4.25549014487992,3.09314585850605
"25",-3.81830983569157,4.56953331519118
"26",-0.473552350585793,8.21531650159217
"27",6.32494503487892,4.73991519353663
"28",3.10710282451425,8.43725357118687
"29",1.45749523428163,8.46917730578299
"30",1.72600413901987,9.40137603674488
"31",6.54778176584951,4.48195994000177
"32",4.53752658801046,6.36714821416979
"33",6.87209036982653,4.10852347648097
"34",-3.44130914856682,6.56145575381628
"35",-4.96252936769155,5.18969879284473
"36",4.63175316223496,4.81128929537156
"37",3.37280227858434,8.69499029583404
"38",-3.44968278672991,-1.6564669973094
"39",-3.72711558728166,-0.256546905045091
"40",3.05890343009596,7.30674305525431
"41",0.74462321676092,8.39631408020623
"42",5.33255759628137,0.941997746725135
"43",-3.26720243617756,6.61330549615049
"44",2.86698403023216,8.92526187815404
"45",5.20784429680599,6.76103929273211
"46",3.49000917344583,6.64066893607371
"47",4.85552241084699,4.39863710817791
"48",-4.94401060745795,4.82087601195934
"49",4.3257192313043,0.530109856930724
"50",4.1729066086967,7.28070594627701
"51",-0.849062069188251,7.99914648171691
"52",5.58975617374704,5.53766671522864
"53",-3.73725539464311,-0.615911706891113
"54",5.19748593886434,5.47177674147591
"55",-3.86345786409629,6.44407063894469
"56",4.96906558563769,5.52029937604283
"57",-4.18030045301183,1.91691809840363
"58",0.812184161948037,-2.01463371866059
"59",-0.798108792616066,7.95519693299008
"60",3.12493859049783,-0.359683237063456
"61",2.79633421645051,7.48264715099323
"62",-2.32163241968565,7.33818325945438
"63",-7.79089148548668,-5.21517216614029
"64",-1.69545377821184,7.67449992337384
"65",3.29971727109288,8.67172578083355
"66",-7.76379686198708,-5.19285740641849
"67",4.2423886577361,0.842078861775967
"68",5.01049837583014,7.56335023757079
"69",4.25369617163828,4.23629497167931
"70",4.62482629289347,7.84909174910813
"71",5.01092514399408,1.28223623348459
"72",3.75232881940666,8.45235416104537
"73",-3.94828493632337,1.13690713857054
"74",-4.29844346834773,2.03487163736731
"75",-3.24752916779353,6.78078882718492
"76",-4.59987031043664,4.68151471579563
"77",-4.66789557251188,4.51568384136846
"78",1.3094406100622,5.69794178402629
"79",3.81996139962549,1.58857467260346
"80",3.37170128462856,4.15780048922822
"81",5.07831172305106,8.28910343207824
"82",-4.32951390459754,5.52431970623199
"83",-2.99597605516896,-2.57905882035854
"84",3.16828911040646,1.25583947453183
"85",3.51883041896478,8.10224349093568
"86",-4.32587086447208,-3.30136677001358
"87",-4.99919046005137,6.32124836854025
"88",4.49952767018137,6.82861802196778
"89",-3.69374049868541,3.77206889330397
"90",4.85898290415411,2.08012358538855
"91",-3.25491730787046,-2.07846148887181
"92",4.73768982102616,8.50251504748415
"93",2.85983678245867,8.57219083246423
"94",0.944587058866971,8.50819824734262
"95",-2.20986157237318,-5.99312165036211
"96",3.59310883253056,8.35933458919978
"97",-4.34446360724297,4.14153345868249
"98",-3.47342859935695,-3.05801042225583
"99",3.71847386152379,5.73599857239182
"100",0.670370851421614,8.80011813296384
"101",-6.64073444997032,-4.3098711330348
"102",-4.13974939733721,5.88342988067074
"103",-6.42338929515626,6.29535812336058
"104",4.16539589483162,5.82375594023736
"105",-5.30997659578324,-3.78279733237967
"106",2.6824000601944,2.69951564803294
"107",-3.80328127750774,6.22030468526951
"108",1.26412302703008,8.5575052365832
"109",-5.16958359151565,-1.2256963469382
"110",-1.98599792638313,0.347051332236732
"111",3.02162032561154,2.42727863194542
"112",4.48492194356612,1.47451032253112
"113",4.79028043756637,3.35517846919227
"114",4.32768449830474,8.28320562384438
"115",-4.83595393847614,-3.60923145733422
"116",-4.43509710377783,-3.28072387509883
"117",-5.2147393791367,6.72610947507858
"118",-3.40632779917246,-1.03459534823747
"119",2.93409906018585,2.74058432995588
"120",-2.63692593288309,-0.373826741735987
"121",2.46153790570105,7.25668517066407
"122",-4.86846194487572,-2.30815570415568
"123",-4.53389752231369,4.84176905514394
"124",2.27509824918681,8.71093090562479
"125",-3.82857773984946,2.91696802705152
"126",-4.4496812431856,-5.27493640991205
"127",2.49297809896814,8.50903322036768
"128",-5.0971502568848,3.91642363253479
"129",-4.24813878108613,4.0781700645844
"130",-5.26563559481194,4.33352160236352
"131",-0.422639755904502,-2.77716421279992
"132",-2.81561370416005,-7.59291000042052
"133",-3.88793507423184,-0.250203675331646
"134",-4.88486745025565,3.20830403438385
"135",1.56685382012236,-5.03174974265669
"136",0.326803314872513,-9.18098622153625
"137",-6.78232593416634,3.37814457711799
"138",1.39223616670046,-9.05866423791925
"139",-1.08380183256882,-3.41142434280195
"140",-2.30858834411434,0.597490764179617
"141",-1.97517732636087,-8.18123768578693
"142",-5.42499892767964,3.00801188804538
"143",2.13988004219228,-6.17291436767902
"144",0.910283029651411,-7.18191137692781
"145",-2.09085573197919,-9.27828151837837
"146",-4.69786031286764,4.68874119101725
"147",2.20913182487051,8.67305425704391
"148",2.70794942030101,-6.89318836822217
"149",-3.43250026992326,2.32919017575933
"150",-4.82097873540276,4.01466085686892
"151",4.89195580220885,-6.81943013015818
"152",1.56366442799481,-7.80666190660473
"153",-0.70361185652191,-9.67825629442126
"154",-4.39145112145115,-2.0300979393874
"155",-2.94818278318487,0.74330327288531
"156",-5.92872905522896,3.98808472371602
"157",0.43621209846556,-2.89245680398031
"158",-3.76553810288858,-0.451280347095761
"159",-1.78830074516603,-5.6937689221247
"160",-3.59149812870783,4.61987074263738
"161",-6.49446061487612,2.64426903791896
"162",2.53455234794028,-5.47976401263355
"163",-4.05622357308564,-1.95858178119406
"164",-4.58121549595463,3.66142226688767
"165",3.99613386059926,-9.49001386263187
"166",-4.92220767990176,1.95326640613082
"167",-3.44114977563534,5.00683591369956
"168",2.13680132707496,-7.02890225052299
"169",-5.37036916503074,3.39934386537619
"170",-2.71914661060797,7.06193019106526
"171",-3.30932034232084,-5.6394977524296
"172",-5.8838192081007,2.0332416946241
"173",4.40065518685485,-8.56094129110501
"174",2.38700958388282,-4.63892052564389
"175",3.64904234129445,-3.20933531154003
"176",-2.89832834215674,-2.31672222062885
"177",0.676285926491783,-7.4340049413441
"178",0.464383413304313,-2.01493346287092
"179",-0.21735906807791,-1.28938443568446
"180",1.3122965386552,-2.38898950494639
"181",-1.18080045757204,-0.818824175418553
"182",0.995439500112722,-2.75757380581327
"183",0.045453276232054,-1.47028309064928
"184",1.30751716122195,-2.42169975743361
"185",0.798495764336,-6.83592271780134
"186",-3.60473868387416,-0.89966266450431
"187",1.71876335793469,-3.59517717466305
"188",2.32010850000978,-2.0909281208234
"189",1.23597441395032,-8.12070768955949
"190",-3.85947707596964,3.87671931345356
"191",2.70865430868909,-9.6668304421546
"192",3.52172357093957,-9.92130310175304
"193",1.21989930976899,-4.42358332087475
"194",-0.873706855666938,-3.04667705761898
"195",-0.357881682756061,-3.4422850681151
"196",-1.2989799652226,-1.49442375867281
"197",2.72347240140296,-3.95764268950923
"198",2.14672966629585,-7.2136838431047
"199",2.46301735388663,-8.62466672066539
"200",3.26488466232261,-7.57464552483362
"201",2.27305976258794,-8.46540234567052
"202",-3.99869710166998,2.8573582036461
"203",0.344431285255863,-7.26707369313106
"204",0.39733439524132,-8.80927865442108
"205",4.82133151952901,-3.44360569162756
"206",-1.46808268263041,-1.60336893686295
"207",-1.12709952315529,-1.90928039267662
"208",-0.57966768808961,-3.3289627662606
"209",-4.55519217057787,3.61644848830097
"210",-3.79124675675344,0.344985154501928
"211",-0.520264371718101,-8.21663309328611
"212",-5.14978367776858,1.79835959247281
"213",-4.91162616337993,5.39050987128639
"214",1.81218434432178,-9.22054484063919
"215",0.905863151912723,-4.15956813907727
"216",0.130805789041426,-5.98312938353187
"217",-2.45685850272044,4.29686738491897
"218",1.62590659060145,-5.65325459851893
"219",-6.07767117658391,4.18505630380365
"220",-3.2101047701967,3.28094905004138
"221",0.807732679019533,-3.52697637539878
"222",4.48591129868656,-8.47921186933123
"223",0.130674099786121,-4.02905029905609
"224",1.05233036440798,-5.89444808918466
"225",-5.46469540560511,-7.80184934229409
"226",-4.33544046649178,-1.53627904998873
"227",-3.4740545444916,-3.43559084528139
"228",-2.16528743893575,-4.69139618376245
"229",-0.383924519883385,-4.65419069021422
"230",-0.109723114779,-6.39859076863953
"231",2.24090246182264,8.63068323768993
"232",5.84779306520488,0.0259495043570824
"233",-3.16655244874435,-5.18475974920699
"234",4.75129610257967,-8.63472269791176
"235",-3.1532846736751,-5.13318342989942
"236",-0.363003634617132,-4.70162540017916
"237",1.43742854526738,-3.74183547970211
